Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR1539478	2015-03-20 17:05:22	2014-08-08 13:37:16	11869742	593487100	0	50	317		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539478/SRR1539478.1	SRX672398		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676889	SAMN02979082	simple	10090	Mus musculus	GSM1467609							no					GEO	SRA178486		public	C297D046FBB3D27270590B8C9E200268	9A47122DABE911BFC84B803C61A90338
SRR1539479	2015-03-20 17:05:22	2014-08-08 13:37:15	11771051	588552550	0	50	321		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539479/SRR1539479.1	SRX672398		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676889	SAMN02979082	simple	10090	Mus musculus	GSM1467609							no					GEO	SRA178486		public	E37895C4F491365ACAB92934918C3C79	A1FF71BD9F99AB61C47B5F13EE940162
SRR1539480	2015-03-20 17:05:22	2014-08-08 13:38:14	12260322	613016100	0	50	337		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539480/SRR1539480.1	SRX672398		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676889	SAMN02979082	simple	10090	Mus musculus	GSM1467609							no					GEO	SRA178486		public	6CD4A265A3E325E260A870FFAFBE3E89	24835CD29D5A2D7E8F839A2F9BDB0FFE
SRR1539481	2015-03-20 17:05:22	2014-08-08 13:37:37	12462391	623119550	0	50	341		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539481/SRR1539481.1	SRX672398		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676889	SAMN02979082	simple	10090	Mus musculus	GSM1467609							no					GEO	SRA178486		public	6FC60590D1EAA905BD5596E161FC29DD	82DF3C763D286E33E14840503437A3C5
SRR1539482	2015-03-20 17:05:22	2014-08-08 13:37:25	12592346	629617300	0	50	347		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539482/SRR1539482.1	SRX672398		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676889	SAMN02979082	simple	10090	Mus musculus	GSM1467609							no					GEO	SRA178486		public	33B8E80FA193B2733B587812D7530871	45863AD69CEB7EE0225BCD5EED6C1390
SRR1539483	2015-03-20 17:05:22	2014-08-08 13:45:52	83591661	4179583050	0	50	2410		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539483/SRR1539483.1	SRX672399		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676888	SAMN02979083	simple	10090	Mus musculus	GSM1467610							no					GEO	SRA178486		public	67AFBDA8F0F841788BD2AB56C059B284	A70CFEC363F656EBB34F3302EF121D16
SRR1539484	2015-03-20 17:05:22	2014-08-08 14:00:19	136579788	6828989400	0	50	3555		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539484/SRR1539484.1	SRX672400		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676891	SAMN02979047	simple	10090	Mus musculus	GSM1467611							no					GEO	SRA178486		public	0B0AF0F642A1E0D465DAC8B8AF52CAA1	7BF00E52A4C14A57D9CB28D1942F2F02
SRR1539485	2015-03-20 17:05:22	2014-08-08 13:55:24	129732513	6486625650	0	50	3361		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539485/SRR1539485.1	SRX672401		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676893	SAMN02979048	simple	10090	Mus musculus	GSM1467612							no					GEO	SRA178486		public	818A2F6E71AC74767632444D4CE577BE	40AFEDC0CCB07CF2AB4B42D73F3D686B
SRR1539486	2015-03-20 17:05:22	2014-08-08 13:54:58	108972656	5448632800	0	50	3028		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539486/SRR1539486.1	SRX672402		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676894	SAMN02979077	simple	10090	Mus musculus	GSM1467613							no					GEO	SRA178486		public	CCDB00670D4DEAB9C7DFF9D6A30C56CB	666E90C05344CDE54F569A441C3D5A9E
SRR1539487	2015-03-20 17:05:22	2014-08-08 14:03:34	123649317	6182465850	0	50	3327		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539487/SRR1539487.1	SRX672403		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676892	SAMN02979078	simple	10090	Mus musculus	GSM1467614							no					GEO	SRA178486		public	B41E5C2C217F61EF6741E2DE0FDA4F96	212EBF52E87E4E6835D2176A3C6987E5
SRR1539488	2015-03-20 17:05:22	2014-08-08 13:54:40	47365706	2368285300	0	50	1286		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539488/SRR1539488.1	SRX672404		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676895	SAMN02979079	simple	10090	Mus musculus	GSM1467615							no					GEO	SRA178486		public	FF55B6D50D66BEC59A368FABCB5FF6C7	CCF89E3376A5EC05F74ED2C95B4B3C79
SRR1539489	2015-03-20 17:05:22	2014-08-08 14:05:12	84810218	4240510900	0	50	2405		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539489/SRR1539489.1	SRX672405		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676896	SAMN02979080	simple	10090	Mus musculus	GSM1467616							no					GEO	SRA178486		public	A528356B69CD5DABE428900B6C17FBB1	77A7601D71F17C5DEE3CC186E2E105FA
SRR1539490	2015-03-20 17:05:22	2014-08-08 13:42:40	28348490	1417424500	0	50	800		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539490/SRR1539490.1	SRX672406		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676897	SAMN02979081	simple	10090	Mus musculus	GSM1467617							no					GEO	SRA178486		public	9935EAD6A35755A4598BC1700D57CE2F	24826F1D2B065C2093D63EA596FB64AA
SRR1539491	2015-03-20 17:05:22	2014-08-08 13:45:47	37999370	1899968500	0	50	1037		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539491/SRR1539491.1	SRX672406		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676897	SAMN02979081	simple	10090	Mus musculus	GSM1467617							no					GEO	SRA178486		public	5D430173F963DB91284A1D3A965B159A	2E5B18D55597B58D1ACA7E6A5C8B5F35
SRR1539492	2015-03-20 17:05:22	2014-08-08 13:38:37	23690966	1184548300	0	50	661		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539492/SRR1539492.1	SRX672407		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676898	SAMN02979084	simple	10090	Mus musculus	GSM1467618							no					GEO	SRA178486		public	A7D58B3834334D472F6E737126C175FF	96031C283EC335FEA3FCF217C606D9A5
SRR1539493	2015-03-20 17:05:22	2014-08-08 13:44:53	35411739	1770586950	0	50	977		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539493/SRR1539493.1	SRX672407		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676898	SAMN02979084	simple	10090	Mus musculus	GSM1467618							no					GEO	SRA178486		public	A85CEADC5A11B9A8B524267E8F902EA3	51A344472E3A48A18DCFCEE11D13FDDA
SRR1539494	2015-03-20 17:05:22	2014-08-08 13:49:11	27166522	1358326100	0	50	792		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539494/SRR1539494.1	SRX672408		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676899	SAMN02979085	simple	10090	Mus musculus	GSM1467619							no					GEO	SRA178486		public	9F3E6318A12912126A7D840617840A42	416F918FB301522190A80E5E1E5E298E
SRR1539495	2015-03-20 17:05:22	2014-08-08 13:51:00	26908799	1345439950	0	50	762		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539495/SRR1539495.1	SRX672408		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676899	SAMN02979085	simple	10090	Mus musculus	GSM1467619							no					GEO	SRA178486		public	CDE1E3B560CE8C7B3BDECC753CA3D1F7	37319349CD9C8A13EB4A180F9D21E153
SRR1539496	2015-03-20 17:05:22	2014-08-08 13:51:20	32289022	1614451100	0	50	913		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539496/SRR1539496.1	SRX672409		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676900	SAMN02979086	simple	10090	Mus musculus	GSM1467620							no					GEO	SRA178486		public	C32ACFDC843941E03933DA5E43B0EF43	491BA72DEF6B95FE0DBEDEFEB6B63AD1
SRR1539497	2015-03-20 17:05:22	2014-08-08 13:51:59	21560844	1078042200	0	50	604		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539497/SRR1539497.1	SRX672409		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676900	SAMN02979086	simple	10090	Mus musculus	GSM1467620							no					GEO	SRA178486		public	1C1D6E881BDF4D1F1653DF7B1239C048	A6B163E258C41CCF08F221971FAAC294
SRR1539498	2015-03-20 17:05:22	2014-08-08 13:52:09	11705072	585253600	0	50	314		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539498/SRR1539498.1	SRX672410		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676901	SAMN02979087	simple	10090	Mus musculus	GSM1467621							no					GEO	SRA178486		public	AF2DAD80B3F6643A1634810193B65D9A	88172B446F79F5A1D88C1BBC5C72EE9D
SRR1539499	2015-03-20 17:05:22	2014-08-08 13:52:56	11806691	590334550	0	50	324		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539499/SRR1539499.1	SRX672410		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676901	SAMN02979087	simple	10090	Mus musculus	GSM1467621							no					GEO	SRA178486		public	7300536FD9264B2E30A5F31C45C55052	1684A61E93E0CE8AFE0ECF85E533D2D9
SRR1539500	2015-03-20 17:05:22	2014-08-08 13:50:50	12364439	618221950	0	50	341		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539500/SRR1539500.1	SRX672410		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676901	SAMN02979087	simple	10090	Mus musculus	GSM1467621							no					GEO	SRA178486		public	16AB35660723B64079EAC145AED735AF	4D0F4C5EB1E6C1168BA08D9DF2F27FD1
SRR1539501	2015-03-20 17:05:22	2014-08-08 13:49:19	12584032	629201600	0	50	346		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539501/SRR1539501.1	SRX672410		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676901	SAMN02979087	simple	10090	Mus musculus	GSM1467621							no					GEO	SRA178486		public	6F891A305A1BAF2DA091971C717DE0A5	D8F6E5C507C827B06A1CEBA846C60307
SRR1539502	2015-03-20 17:05:22	2014-08-08 13:50:39	12656577	632828850	0	50	350		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR1539502/SRR1539502.1	SRX672410		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676901	SAMN02979087	simple	10090	Mus musculus	GSM1467621							no					GEO	SRA178486		public	C8969B83C699BCAB076BF6723A68CB00	69A57C4E4FE3F58DFD0A76AB1712A3AB
SRR1539503	2015-03-20 17:05:22	2014-08-08 13:55:14	45150001	2257500050	0	50	1248		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-2/SRR1539503/SRR1539503.1	SRX672411		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676903	SAMN02979088	simple	10090	Mus musculus	GSM1467622							no					GEO	SRA178486		public	437E30BE82CA359EF5C872B24565CA94	01302635F888539A396F78D5D2DFAE03
SRR1539504	2015-03-20 17:05:22	2014-08-08 14:01:34	42935366	2146768300	0	50	1158		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539504/SRR1539504.1	SRX672412		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676902	SAMN02979089	simple	10090	Mus musculus	GSM1467623							no					GEO	SRA178486		public	95FD691F99CF226F40046C02D87F99AA	3F58D63CA29442B14E047B74FEB61229
SRR1539505	2015-03-20 17:05:22	2014-08-08 13:39:59	34941380	1747069000	0	50	964		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1539505/SRR1539505.1	SRX672413		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS676904	SAMN02979090	simple	10090	Mus musculus	GSM1467624							no					GEO	SRA178486		public	ACB6DD5C958F673F50C4FB3ED7FF5CD2	087174B11E594367F47A66DE5EB02ED4
SRR1764773	2015-03-20 17:05:22	2015-01-16 16:07:16	15934933	796746650	0	50	414		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764773/SRR1764773.1	SRX846971		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822528	SAMN03287151	simple	10090	Mus musculus	GSM1586497							no					GEO	SRA178486		public	9418D1616BAC5D085495B06DBE9637FE	B3F760FB3D5B636B761DD813A86386FE
SRR1764774	2015-03-20 17:05:22	2015-01-16 16:07:32	15484889	774244450	0	50	379		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764774/SRR1764774.1	SRX846971		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822528	SAMN03287151	simple	10090	Mus musculus	GSM1586497							no					GEO	SRA178486		public	99E12BC295A35BED318A61509ECC9D96	CAB609D91249D465F1CB69032E58139A
SRR1764775	2015-03-20 17:05:22	2015-01-16 16:07:39	15265452	763272600	0	50	374		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764775/SRR1764775.1	SRX846971		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822528	SAMN03287151	simple	10090	Mus musculus	GSM1586497							no					GEO	SRA178486		public	6848B191FEB6624A9FB8524EAD5C14BD	9FF435CFE881E3887B4BB35AF71D1FCB
SRR1764776	2015-03-20 17:05:22	2015-01-16 16:07:28	15954413	797720650	0	50	394		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764776/SRR1764776.1	SRX846971		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822528	SAMN03287151	simple	10090	Mus musculus	GSM1586497							no					GEO	SRA178486		public	9BB7087FDD066D04ECF5A41A4ACBF4A8	70E4632C718DE7DC69B1C0A5682B68E5
SRR1764777	2015-03-20 17:05:22	2015-01-16 16:07:44	15591243	779562150	0	50	390		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764777/SRR1764777.1	SRX846971		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822528	SAMN03287151	simple	10090	Mus musculus	GSM1586497							no					GEO	SRA178486		public	3C4AA8F69ABB151D035BEB2037713A71	458259BB941F0302ECF39F83C671FEF3
SRR1764778	2015-03-20 17:05:22	2015-01-16 16:06:54	15978275	798913750	0	50	403		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764778/SRR1764778.1	SRX846971		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822528	SAMN03287151	simple	10090	Mus musculus	GSM1586497							no					GEO	SRA178486		public	42437D3F12250A45BED90B68E368663C	C33DA942FBF63DAB2432E2109479842E
SRR1764779	2015-03-20 17:05:22	2015-01-16 16:07:29	15308147	765407350	0	50	400		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764779/SRR1764779.1	SRX846972		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822530	SAMN03287156	simple	10090	Mus musculus	GSM1586498							no					GEO	SRA178486		public	5DA8F1ACF9133D75955F1A218E84C73A	B47C61AFD5ECC84D3DA94A44C2B07F12
SRR1764780	2015-03-20 17:05:22	2015-01-16 16:07:14	15224167	761208350	0	50	377		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764780/SRR1764780.1	SRX846972		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822530	SAMN03287156	simple	10090	Mus musculus	GSM1586498							no					GEO	SRA178486		public	7A4DD26F7F91A509383B0986C32DB0CA	EFDBE7D53AB072D5F6F4EC1276CC589D
SRR1764781	2015-03-20 17:05:22	2015-01-16 16:06:56	14877675	743883750	0	50	368		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764781/SRR1764781.1	SRX846972		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822530	SAMN03287156	simple	10090	Mus musculus	GSM1586498							no					GEO	SRA178486		public	E493B13EE8354A6D14A9F8AADF9BCF11	C28153DD2CA56517E57D8407B4914A0C
SRR1764782	2015-03-20 17:05:22	2015-01-16 16:07:41	15484928	774246400	0	50	387		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764782/SRR1764782.1	SRX846972		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822530	SAMN03287156	simple	10090	Mus musculus	GSM1586498							no					GEO	SRA178486		public	14C0BFF59F783C97F53780D21E25DB3F	F802A8BC5160E616B48E0D9C452D8291
SRR1764783	2015-03-20 17:05:22	2015-01-16 16:07:31	15077733	753886650	0	50	381		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764783/SRR1764783.1	SRX846972		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822530	SAMN03287156	simple	10090	Mus musculus	GSM1586498							no					GEO	SRA178486		public	7F9ED5D2FF71DBFFFB86540180B36E11	AABB5C35C644768028E8A2C6071109DA
SRR1764784	2015-03-20 17:05:22	2015-01-16 16:07:16	15282418	764120900	0	50	389		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764784/SRR1764784.1	SRX846972		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822530	SAMN03287156	simple	10090	Mus musculus	GSM1586498							no					GEO	SRA178486		public	47962E3CF4CADD420221D402F28D174F	307E9A3CA8B195B42BF33BF73ADC1214
SRR1764785	2015-03-20 17:05:22	2015-01-16 16:07:48	20261269	1013063450	0	50	530		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764785/SRR1764785.1	SRX846973		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822529	SAMN03287149	simple	10090	Mus musculus	GSM1586499							no					GEO	SRA178486		public	B35AE95FB71FE00942533786A30A622E	F7910A1FDDDDEC152913DA13EADB3286
SRR1764786	2015-03-20 17:05:22	2015-01-16 16:09:30	20069086	1003454300	0	50	498		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764786/SRR1764786.1	SRX846973		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822529	SAMN03287149	simple	10090	Mus musculus	GSM1586499							no					GEO	SRA178486		public	A2FE658B0E339423FD39B696057E8F49	BED0C0BAACB0DAB6AA8F6E29D23D898C
SRR1764787	2015-03-20 17:05:22	2015-01-16 16:08:01	19766817	988340850	0	50	491		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764787/SRR1764787.1	SRX846973		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822529	SAMN03287149	simple	10090	Mus musculus	GSM1586499							no					GEO	SRA178486		public	ED877AE4ACDF6355A31CCA28C7C5168D	F2A1F318D0E4C44CA278B9D2D0F63C26
SRR1764788	2015-03-20 17:05:22	2015-01-16 16:08:34	20567822	1028391100	0	50	514		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764788/SRR1764788.1	SRX846973		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822529	SAMN03287149	simple	10090	Mus musculus	GSM1586499							no					GEO	SRA178486		public	D7B1BBFAAB88F4C53607CBA599E4C545	F19D41FC8EC6010224DFD37DFF0C678B
SRR1764789	2015-03-20 17:05:22	2015-01-16 16:08:42	20051249	1002562450	0	50	507		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764789/SRR1764789.1	SRX846973		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822529	SAMN03287149	simple	10090	Mus musculus	GSM1586499							no					GEO	SRA178486		public	C353F3DD09E248A3DE2180E956F0658E	B140A00B0568C4D29C28BF5E5D33EF96
SRR1764790	2015-03-20 17:05:22	2015-01-16 16:07:31	20456734	1022836700	0	50	521		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764790/SRR1764790.1	SRX846973		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822529	SAMN03287149	simple	10090	Mus musculus	GSM1586499							no					GEO	SRA178486		public	6B813FE5E15636BB0A82BAFCD98CE9A9	56389DC45D15B4290CD422EDD58C2077
SRR1764791	2015-03-20 17:05:22	2015-01-16 16:07:55	18199901	909995050	0	50	476		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764791/SRR1764791.1	SRX846974		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822531	SAMN03287157	simple	10090	Mus musculus	GSM1586500							no					GEO	SRA178486		public	91E701174D4D8A70F30D9B337B9A6A91	6B20F831CC81A35AB65E04AA0DB809BB
SRR1764792	2015-03-20 17:05:22	2015-01-16 16:08:21	19069381	953469050	0	50	474		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1764792/SRR1764792.1	SRX846974		ChIP-Seq	ChIP	GENOMIC	SINGLE	0	0	ABI_SOLID	AB 5500xl Genetic Analyzer	SRP045366	PRJNA257807	2	257807	SRS822531	SAMN03287157	simple	10090	Mus musculus	GSM1586500							no					GEO	SRA178486		public	639C073BB03474B481C005496189A457	5C481642362C5ECBC261E16EF228A5F2
